,DirichletModel_MultimodalClassifier_dc
2595,3.6568928
2596,3.6568928
2597,3.6568928
2598,3.6568928
2599,3.6568928
2600,3.6568928
2601,3.6568928
2602,3.6568928
2603,3.6568928
2604,3.6568928
2605,3.6568928
2606,3.6568928
2607,3.6568928
2608,3.6568928
2609,3.6568928
2610,3.6568928
2611,3.6568928
2612,3.6568928
2613,3.6568928
2614,3.6568928
2615,3.6568928
2616,3.6568928
2617,3.6568928
2618,3.6568928
2619,3.6568928
2620,3.6568928
2621,3.6568928
2622,3.6568928
2623,3.6568928
2624,3.6568928
2625,3.6568928
2626,3.6568928
2627,3.6568928
2628,3.6568928
2629,3.6568928
2630,3.6568928
2631,3.6568928
2632,3.6568928
2633,3.6568928
2634,3.6568928
2635,3.6568928
2636,3.6568928
2637,3.6568928
2638,3.6568928
2639,3.6568928
2640,3.6568928
2641,3.6568928
2642,3.6568928
2643,3.6568928
2644,3.6568928
2645,3.6568928
2646,3.6568928
2647,3.6568928
2648,3.6568928
2649,3.6568928
2650,3.6568928
2651,3.690559
2652,3.6568928
2653,3.6568928
2654,3.6568928
2655,3.6568928
2656,3.6568928
2657,3.6568928
2658,3.6568928
2659,3.6568928
2660,3.6568928
2661,3.6568928
2662,3.6568928
2663,3.6568928
2664,3.6568928
2665,3.6568928
2666,3.6568928
2667,3.6568928
2668,3.6568928
2669,3.6568928
2670,3.6568928
2671,3.6568928
2672,3.6568928
2673,3.6568928
2674,3.6568928
2675,3.6568928
2676,3.6568928
2677,3.6568928
2678,3.6568928
2679,3.690559
2680,3.6568928
2681,3.6568928
2682,3.6568928
2683,3.6568928
2684,3.6568928
2685,3.6568928
2686,3.6568928
2687,3.6568928
2688,3.6568928
2689,3.6568928
2690,3.6568928
2691,3.6568928
2692,3.6568928
2693,3.6568928
2694,3.6568928
2695,3.6568928
2696,3.6568928
2697,3.6568928
2698,3.6568928
2699,3.6568928
2700,3.6568928
2701,3.6568928
2702,3.6568928
2703,3.6568928
2704,3.6568928
2705,3.6568928
2706,3.6568928
2707,3.6568928
2708,3.6568928
2709,3.6568928
2710,3.6568928
2711,3.6568928
2712,3.6568928
2713,3.6568928
2714,3.6568928
2715,3.6568928
2716,3.6568928
2717,3.6568928
2718,3.6568928
2719,3.6568928
2720,3.6568928
2721,3.6568928
2722,3.6568928
2723,3.6568928
2724,3.6568928
2725,3.6568928
2726,3.6568928
2727,3.6568928
2728,3.6568928
2729,3.6568928
2730,3.6568928
2731,3.6568928
2732,3.6568928
2733,3.6568928
2734,3.6568928
2735,3.6568928
2736,3.6568928
2737,3.6568928
2738,3.6568928
2739,3.6568928
2740,3.6568928
2741,3.6568928
2742,3.6568928
2743,3.6568928
2744,3.6568928
2745,3.6568928
2746,3.6568928
2747,3.6568928
2748,3.6568928
2749,3.6568928
2750,3.6568928
2751,3.6568928
2752,3.6568928
2753,3.6568928
2754,3.6568928
2755,3.6568928
2756,3.6568928
2757,3.6568928
2758,3.6568928
2759,3.6568928
2760,3.6568928
2761,3.6568928
2762,3.6568928
2763,3.6568928
2764,3.6568928
2765,3.6568928
2766,3.6568928
2767,3.6568928
2768,3.6568928
2769,3.6568928
2770,3.6568928
2771,3.6568928
2772,3.6568928
2773,3.6568928
2774,3.6568928
2775,3.6568928
2776,3.6568928
2777,3.6568928
2778,3.6568928
2779,3.6568928
2780,3.6568928
2781,3.6568928
2782,3.6568928
2783,3.6568928
2784,3.6568928
2785,3.6568928
2786,3.6568928
2787,3.6568928
2788,3.6568928
2789,3.6568928
2790,3.6568928
2791,3.6568928
2792,3.6568928
2793,3.6568928
2794,3.6568928
2795,3.6568928
2796,3.6568928
2797,3.6568928
2798,3.6568928
2799,3.6568928
2800,3.6568928
2801,3.6568928
2802,3.6568928
2803,3.6568928
2804,3.6568928
2805,3.6568928
2806,3.6568928
2807,3.6568928
2808,3.6568928
2809,3.6568928
2810,3.6568928
2811,3.6568928
2812,3.6568928
2813,3.6568928
2814,3.6568928
2815,3.6568928
2816,3.6568928
2817,3.6568928
2818,3.6568928
2819,3.6568928
2820,3.6568928
2821,3.6568928
2822,3.6568928
2823,3.6568928
2824,3.6568928
2825,3.6568928
2826,3.6568928
2827,3.6568928
2828,3.6568928
2829,3.6568928
2830,3.6568928
2831,3.6568928
2832,3.6568928
2833,3.6568928
2834,3.6568928
2835,3.6568928
2836,3.6568928
2837,3.6568928
2838,3.6568928
2839,3.6568928
2840,3.6568928
2841,3.6568928
2842,3.6568928
2843,3.6568928
2844,3.6568928
2845,3.6568928
2846,3.6568928
2847,3.6568928
2848,3.6568928
2849,3.6568928
2850,3.6568928
2851,3.6568928
2852,3.6568928
2853,3.6568928
2854,3.6568928
2855,3.6568928
2856,3.6568928
2857,3.6568928
2858,3.6568928
2859,3.6568928
2860,3.6568928
2861,3.6568928
2862,3.6568928
2863,3.6568928
2864,3.6568928
2865,3.6568928
2866,3.6568928
2867,3.6568928
2868,3.6568928
2869,3.6568928
2870,3.6568928
2871,3.6568928
2872,3.6568928
2873,3.6568928
2874,3.6568928
2875,3.6568928
2876,3.6568928
2877,3.6568928
2878,3.6568928
2879,3.6568928
2880,3.6568928
2881,3.6568928
2882,3.6568928
2883,3.6568928
2884,3.6568928
2885,3.6568928
2886,3.6568928
2887,3.6568928
2888,3.6568928
2889,3.6568928
2890,3.6568928
2891,3.6568928
2892,3.6568928
2893,3.6568928
2894,3.6568928
2895,3.6568928
2896,3.6568928
2897,3.6568928
2898,3.6568928
2899,3.6568928
2900,3.6568928
2901,3.6568928
2902,3.6568928
2903,3.6568928
2904,3.6568928
2905,3.630928
2906,3.6568928
2907,3.6568928
2908,3.6568928
2909,3.6568928
2910,3.6568928
2911,3.6568928
2912,3.6568928
2913,3.6568928
2914,3.6568928
2915,3.6568928
2916,3.6568928
2917,3.6568928
2918,3.6568928
2919,3.6568928
2920,3.6568928
2921,3.6568928
2922,3.6568928
2923,3.6568928
2924,3.6568928
2925,3.6568928
2926,3.6568928
2927,3.6568928
2928,3.6568928
2929,3.6568928
2930,3.6568928
2931,3.6568928
2932,3.6568928
2933,3.6568928
2934,3.6568928
2935,3.6568928
2936,3.6568928
2937,3.6568928
2938,3.6568928
2939,3.6568928
2940,3.6568928
2941,3.6568928
2942,3.6568928
2943,3.6568928
2944,3.6568928
2945,3.6568928
2946,3.6568928
2947,3.6568928
2948,3.6568928
2949,3.6568928
2950,3.6568928
2951,3.6568928
2952,3.6568928
2953,3.6568928
2954,3.6568928
2955,3.6568928
2956,3.6568928
2957,3.6568928
2958,3.6568928
2959,3.6568928
2960,3.6568928
2961,3.6568928
2962,3.6568928
2963,3.6568928
2964,3.6568928
2965,3.6568928
2966,3.6568928
2967,3.6568928
2968,3.6568928
2969,3.6568928
2970,3.6568928
2971,3.6568928
2972,3.6568928
2973,3.6568928
2974,3.6568928
2975,3.6568928
2976,3.6568928
2977,3.6568928
2978,3.6568928
2979,3.6568928
2980,3.6568928
2981,3.6568928
2982,3.6568928
2983,3.6568928
2984,3.6568928
2985,3.6568928
2986,3.6568928
2987,3.6568928
2988,3.6568928
2989,3.6568928
2990,3.6568928
2991,3.6568928
2992,3.6568928
2993,3.6568928
2994,3.6568928
2995,3.6568928
2996,3.6568928
2997,3.6568928
2998,3.6568928
2999,3.6568928
3000,3.6568928
3001,3.6568928
3002,3.6568928
3003,3.6568928
3004,3.6568928
3005,3.6568928
3006,3.6568928
3007,3.6568928
3008,3.6568928
3009,3.6568928
3010,3.6568928
3011,3.6568928
3012,3.6568928
3013,3.6568928
3014,3.6568928
3015,3.6568928
3016,3.6568928
3017,3.6568928
3018,3.6568928
3019,3.6568928
3020,3.6568928
3021,3.6568928
3022,3.6568928
3023,3.6568928
3024,3.6568928
3025,3.6568928
3026,3.6568928
3027,3.6568928
3028,3.6568928
3029,3.6568928
3030,3.6568928
3031,3.6568928
3032,3.6568928
3033,3.6568928
3034,3.6568928
3035,3.6568928
3036,3.6568928
3037,3.6568928
3038,3.6568928
3039,3.6568928
3040,3.6568928
3041,3.6568928
3042,3.6568928
3043,3.6568928
3044,3.6568928
3045,3.6568928
3046,3.6568928
3047,3.6568928
3048,3.6568928
3049,3.6568928
3050,3.6568928
3051,3.6568928
3052,3.6568928
3053,3.6568928
3054,3.6568928
3055,3.6568928
3056,3.6568928
3057,3.6568928
3058,3.6568928
3059,3.6568928
3060,3.6568928
3061,3.6568928
3062,3.6568928
3063,3.6568928
3064,3.6568928
3065,3.6568928
3066,3.6568928
3067,3.6568928
3068,3.6568928
3069,3.6568928
3070,3.6568928
3071,3.6568928
3072,3.630928
3073,3.6568928
3074,3.6568928
3075,3.6568928
3076,3.6568928
3077,3.6568928
3078,3.6568928
3079,3.6568928
3080,3.6568928
3081,3.6568928
3082,3.6568928
3083,3.6568928
3084,3.6568928
3085,3.6568928
3086,3.6568928
3087,3.6568928
3088,3.6568928
3089,3.6568928
3090,3.6568928
3091,3.6568928
3092,3.6568928
3093,3.6568928
3094,3.6568928
3095,3.690559
3096,3.6568928
3097,3.6568928
3098,3.6568928
3099,3.690559
3100,3.6568928
3101,3.6568928
3102,3.6568928
3103,3.6568928
3104,3.6568928
3105,3.6568928
3106,3.6568928
3107,3.6568928
3108,3.6568928
3109,3.6568928
3110,3.6568928
3111,3.6568928
3112,3.6568928
3113,3.6568928
3114,3.6568928
3115,3.6568928
3116,3.6568928
3117,3.6568928
3118,3.6568928
3119,3.6568928
3120,3.6568928
3121,3.6568928
3122,3.6568928
3123,3.6568928
3124,3.6568928
3125,3.6568928
3126,3.6568928
3127,3.6568928
3128,3.6568928
3129,3.6568928
3130,3.6568928
3131,3.6568928
3132,3.6568928
3133,3.6568928
3134,3.6568928
3135,3.6568928
3136,3.6568928
3137,3.6568928
3138,3.6568928
3139,3.6568928
3140,3.6568928
3141,3.6568928
3142,3.6568928
3143,3.6568928
3144,3.6568928
3145,3.6568928
3146,3.6568928
3147,3.6568928
3148,3.6568928
3149,3.6568928
3150,3.6568928
3151,3.6568928
3152,3.6568928
3153,3.6568928
3154,3.6568928
3155,3.6568928
3156,3.6568928
3157,3.6568928
3158,3.6568928
3159,3.6568928
3160,3.6568928
3161,3.6568928
3162,3.6568928
3163,3.6568928
3164,3.6568928
3165,3.6568928
3166,3.6568928
3167,3.6568928
3168,3.6568928
3169,3.6568928
3170,3.6568928
3171,3.6568928
3172,3.6568928
3173,3.6568928
3174,3.6568928
3175,3.6568928
3176,3.6568928
3177,3.6568928
3178,3.6568928
3179,3.6568928
3180,3.6568928
3181,3.6568928
3182,3.6568928
3183,3.6568928
3184,3.6568928
3185,3.6568928
3186,3.6568928
3187,3.6568928
3188,3.6568928
3189,3.6568928
3190,3.6568928
3191,3.6568928
3192,3.6568928
3193,3.6568928
3194,3.6568928
3195,3.6568928
3196,3.6568928
3197,3.6568928
3198,3.6568928
3199,3.6568928
3200,3.6568928
3201,3.6568928
3202,3.6568928
3203,3.6568928
3204,3.6568928
3205,3.6568928
3206,3.6568928
3207,3.6568928
3208,3.6568928
3209,3.6568928
3210,3.6568928
3211,3.6568928
3212,3.6568928
3213,3.690559
3214,3.6568928
3215,3.6568928
3216,3.6568928
3217,3.6568928
3218,3.6568928
3219,3.6568928
3220,3.6568928
3221,3.6568928
3222,3.6568928
3223,3.6568928
3224,3.6568928
3225,3.6568928
3226,3.6568928
3227,3.6568928
3228,3.6568928
3229,3.6568928
3230,3.6568928
3231,3.6568928
3232,3.6568928
3233,3.6568928
3234,3.6568928
3235,3.6568928
3236,3.6568928
3237,3.6568928
3238,3.6568928
3239,3.6568928
3240,3.6568928
3241,3.6568928
3242,3.6568928
3243,3.6568928
3244,3.6568928
3245,3.6568928
3246,3.6568928
3247,3.6568928
3248,3.6568928
3249,3.6568928
3250,3.6568928
3251,3.6568928
3252,3.6568928
3253,3.6568928
3254,3.6568928
3255,3.6568928
3256,3.6568928
3257,3.6568928
3258,3.6568928
3259,3.6568928
3260,3.6568928
3261,3.6568928
3262,3.6568928
3263,3.6568928
3264,3.6568928
3265,3.6568928
3266,3.6568928
3267,3.6568928
3268,3.6568928
3269,3.6568928
3270,3.6568928
3271,3.6568928
3272,3.6568928
3273,3.6568928
3274,3.6568928
3275,3.6568928
3276,3.6568928
3277,3.6568928
3278,3.6568928
3279,3.6568928
3280,3.6568928
3281,3.6568928
3282,3.6568928
3283,3.6568928
3284,3.6568928
3285,3.6568928
3286,3.6568928
3287,3.6568928
3288,3.6568928
3289,3.6568928
3290,3.6568928
3291,3.6568928
3292,3.6568928
3293,3.6568928
3294,3.6568928
3295,3.6568928
3296,3.6568928
3297,3.6568928
3298,3.6568928
3299,3.6568928
3300,3.6568928
3301,3.6568928
3302,3.6568928
3303,3.6568928
3304,3.6568928
3305,3.6568928
3306,3.6568928
3307,3.6568928
3308,3.6568928
3309,3.6568928
3310,3.6568928
3311,3.6568928
3312,3.6568928
3313,3.6568928
3314,3.6568928
3315,3.6568928
3316,3.6568928
3317,3.6568928
3318,3.6568928
3319,3.6568928
3320,3.6568928
3321,3.6568928
3322,3.6568928
3323,3.6568928
3324,3.6568928
3325,3.6568928
3326,3.6568928
3327,3.6568928
3328,3.6568928
3329,3.6568928
3330,3.6568928
3331,3.6100438
3332,3.6568928
3333,3.6568928
3334,3.6568928
3335,3.6568928
3336,3.6568928
3337,3.6568928
3338,3.6568928
3339,3.6568928
3340,3.6568928
3341,3.6568928
3342,3.6568928
3343,3.6568928
3344,3.6568928
3345,3.6568928
3346,3.6568928
3347,3.6568928
3348,3.6568928
3349,3.6568928
3350,3.6568928
3351,3.6568928
3352,3.6568928
3353,3.6568928
3354,3.6568928
3355,3.6568928
3356,3.6568928
3357,3.6568928
3358,3.6568928
3359,3.6568928
3360,3.6568928
3361,3.6568928
3362,3.6568928
3363,3.6568928
3364,3.6568928
3365,3.6568928
3366,3.6568928
3367,3.6568928
3368,3.6568928
3369,3.6568928
3370,3.6568928
3371,3.6568928
3372,3.6568928
3373,3.6568928
3374,3.6568928
3375,3.6568928
3376,3.6568928
3377,3.6568928
3378,3.6568928
3379,3.6568928
3380,3.6568928
3381,3.6568928
3382,3.6568928
3383,3.6568928
3384,3.6568928
3385,3.6568928
3386,3.6568928
3387,3.6568928
3388,3.6568928
3389,3.6568928
3390,3.6568928
3391,3.6568928
3392,3.6568928
3393,3.6568928
3394,3.6568928
3395,3.6568928
3396,3.6568928
3397,3.6568928
3398,3.6568928
3399,3.6568928
3400,3.6568928
3401,3.6568928
3402,3.6568928
3403,3.6568928
3404,3.6568928
3405,3.6568928
3406,3.6568928
3407,3.6568928
3408,3.6568928
3409,3.6568928
3410,3.6568928
3411,3.6568928
3412,3.6568928
3413,3.6568928
3414,3.6568928
3415,3.6568928
3416,3.6568928
3417,3.6568928
3418,3.6568928
3419,3.6568928
3420,3.6568928
3421,3.6568928
3422,3.6568928
3423,3.6568928
3424,3.6568928
3425,3.6568928
3426,3.6568928
3427,3.6568928
3428,3.6568928
3429,3.6568928
3430,3.6568928
3431,3.6568928
3432,3.6568928
3433,3.6568928
3434,3.6568928
3435,3.6568928
3436,3.6568928
3437,3.6568928
3438,3.6568928
3439,3.6568928
3440,3.6568928
3441,3.6568928
3442,3.6568928
3443,3.6568928
3444,3.6568928
3445,3.6568928
3446,3.6568928
3447,3.6568928
3448,3.6568928
3449,3.6568928
3450,3.6568928
3451,3.6568928
3452,3.6568928
3453,3.6568928
3454,3.6568928
3455,3.6568928
3456,3.6568928
3457,3.6568928
3458,3.6568928
3459,3.6568928
3460,3.6568928
3461,3.6568928
3462,3.6568928
3463,3.6568928
3464,3.6568928
3465,3.6568928
3466,3.6568928
3467,3.6568928
3468,3.6568928
3469,3.6568928
3470,3.6568928
3471,3.6568928
3472,3.6568928
3473,3.6568928
3474,3.6568928
3475,3.6568928
3476,3.6568928
3477,3.6568928
3478,3.6568928
3479,3.6568928
3480,3.6568928
3481,3.6568928
3482,3.6568928
3483,3.6568928
3484,3.6568928
3485,3.6568928
3486,3.6568928
3487,3.6568928
3488,3.6568928
3489,3.6568928
3490,3.6568928
3491,3.6568928
3492,3.6568928
3493,3.6568928
3494,3.6568928
3495,3.6568928
3496,3.6568928
3497,3.6568928
3498,3.6568928
3499,3.6568928
3500,3.6568928
3501,3.6568928
3502,3.6568928
3503,3.6568928
3504,3.6568928
3505,3.6568928
3506,3.6568928
3507,3.6568928
3508,3.6568928
3509,3.6568928
3510,3.6568928
3511,3.6568928
3512,3.6568928
3513,3.6568928
3514,3.6568928
3515,3.6568928
3516,3.6568928
3517,3.6568928
3518,3.6568928
3519,3.6568928
3520,3.6568928
3521,3.6568928
3522,3.6568928
3523,3.6568928
3524,3.6568928
3525,3.6568928
3526,3.6568928
3527,3.6568928
3528,3.6568928
3529,3.6568928
3530,3.6568928
3531,3.6568928
3532,3.6568928
3533,3.6568928
3534,3.6568928
3535,3.6568928
3536,3.6568928
3537,3.6568928
3538,3.6568928
3539,3.6568928
3540,3.6568928
3541,3.6568928
3542,3.6568928
3543,3.6568928
3544,3.6568928
3545,3.6568928
3546,3.6568928
3547,3.6568928
3548,3.6568928
3549,3.6568928
3550,3.6568928
3551,3.6568928
3552,3.6568928
3553,3.6568928
3554,3.6568928
3555,3.6568928
3556,3.6568928
3557,3.6568928
3558,3.6568928
3559,3.6568928
3560,3.6568928
3561,3.6568928
3562,3.6568928
3563,3.6568928
3564,3.6568928
3565,3.6568928
3566,3.6568928
3567,3.6568928
3568,3.6568928
3569,3.6568928
3570,3.6568928
3571,3.6568928
3572,3.6568928
3573,3.6568928
3574,3.6568928
3575,3.6568928
3576,3.6568928
3577,3.6568928
3578,3.6568928
3579,3.6568928
3580,3.6568928
3581,3.6568928
3582,3.6568928
3583,3.6568928
3584,3.6568928
3585,3.6568928
3586,3.6568928
3587,3.6568928
3588,3.6568928
3589,3.6568928
3590,3.6568928
3591,3.6568928
3592,3.6568928
3593,3.6568928
3594,3.6568928
3595,3.6568928
3596,3.6568928
3597,3.6568928
3598,3.6568928
3599,3.6568928
3600,3.6568928
3601,3.6568928
3602,3.6568928
3603,3.6568928
3604,3.6568928
3605,3.6568928
3606,3.6568928
3607,3.6568928
3608,3.6568928
3609,3.6568928
3610,3.6568928
3611,3.6568928
3612,3.6568928
3613,3.6568928
3614,3.6568928
3615,3.6568928
3616,3.6568928
3617,3.6568928
3618,3.6568928
3619,3.6568928
3620,3.6568928
3621,3.6568928
3622,3.6568928
3623,3.6568928
3624,3.6568928
3625,3.6568928
3626,3.6568928
3627,3.6568928
3628,3.6568928
3629,3.6568928
3630,3.6568928
3631,3.6568928
3632,3.6568928
3633,3.6568928
3634,3.6568928
3635,3.6568928
3636,3.6568928
3637,3.6568928
3638,3.6568928
3639,3.6568928
3640,3.6568928
3641,3.6568928
3642,3.6568928
3643,3.6568928
3644,3.6568928
3645,3.690559
3646,3.6568928
3647,3.6568928
3648,3.6568928
3649,3.6568928
3650,3.6568928
3651,3.6568928
3652,3.6568928
3653,3.6568928
3654,3.6568928
3655,3.6568928
3656,3.6568928
3657,3.6568928
3658,3.6568928
3659,3.6568928
3660,3.6568928
3661,3.6568928
3662,3.6568928
3663,3.6568928
3664,3.6568928
3665,3.6568928
3666,3.6568928
3667,3.6568928
3668,3.6568928
3669,3.6568928
3670,3.6568928
3671,3.6568928
3672,3.6568928
3673,3.6568928
3674,3.6568928
3675,3.6568928
3676,3.6568928
3677,3.6568928
3678,3.6568928
3679,3.6568928
3680,3.6568928
3681,3.6568928
3682,3.6568928
3683,3.6568928
3684,3.6568928
3685,3.6568928
3686,3.6568928
3687,3.6568928
3688,3.6568928
3689,3.6568928
3690,3.6568928
3691,3.6568928
3692,3.6568928
3693,3.6568928
3694,3.6568928
3695,3.6568928
3696,3.6568928
3697,3.6568928
3698,3.6568928
3699,3.6568928
3700,3.6568928
3701,3.6568928
3702,3.6568928
3703,3.6568928
3704,3.6568928
3705,3.6568928
3706,3.6568928
3707,3.6568928
3708,3.6568928
3709,3.6568928
3710,3.6568928
3711,3.6568928
3712,3.6568928
3713,3.6568928
3714,3.6568928
3715,3.6568928
3716,3.6568928
3717,3.6568928
3718,3.6568928
3719,3.6568928
3720,3.690559
3721,3.6568928
3722,3.6568928
3723,3.6568928
3724,3.6568928
3725,3.6568928
3726,3.6568928
3727,3.6568928
3728,3.6568928
3729,3.6568928
3730,3.6568928
3731,3.6568928
3732,3.6568928
3733,3.6568928
3734,3.6568928
3735,3.6568928
3736,3.6568928
3737,3.6568928
3738,3.6568928
3739,3.6568928
3740,3.6568928
3741,3.6568928
3742,3.6568928
3743,3.6568928
3744,3.6568928
3745,3.6568928
3746,3.6568928
3747,3.6568928
3748,3.6568928
3749,3.6568928
3750,3.6568928
3751,3.6568928
3752,3.6568928
3753,3.6568928
3754,3.6568928
3755,3.6568928
3756,3.6568928
3757,3.6568928
3758,3.6568928
3759,3.6568928
3760,3.6568928
3761,3.6568928
3762,3.6568928
3763,3.6568928
3764,3.6568928
3765,3.6568928
3766,3.6568928
3767,3.6568928
3768,3.6568928
3769,3.6568928
3770,3.6568928
3771,3.6568928
3772,3.6568928
3773,3.6568928
3774,3.6568928
3775,3.6568928
3776,3.6568928
3777,3.6568928
3778,3.6568928
3779,3.6568928
3780,3.6568928
3781,3.690559
3782,3.6568928
3783,3.6568928
3784,3.6568928
3785,3.6568928
3786,3.6568928
3787,3.6568928
3788,3.6568928
3789,3.6568928
3790,3.6568928
3791,3.6568928
3792,3.6568928
3793,3.6568928
3794,3.6568928
3795,3.6568928
3796,3.6568928
3797,3.6568928
3798,3.6568928
3799,3.6568928
3800,3.6568928
3801,3.6568928
3802,3.6568928
3803,3.6568928
3804,3.6568928
3805,3.6568928
3806,3.6568928
3807,3.6568928
3808,3.6568928
3809,3.6568928
3810,3.6568928
3811,3.6568928
3812,3.6568928
3813,3.6568928
3814,3.6568928
3815,3.6568928
3816,3.6568928
3817,3.6568928
3818,3.6568928
3819,3.6568928
3820,3.6568928
3821,3.6568928
3822,3.6568928
3823,3.6568928
3824,3.6568928
3825,3.6568928
3826,3.6568928
3827,3.6568928
3828,3.6568928
3829,3.6568928
3830,3.6568928
3831,3.6568928
3832,3.6568928
3833,3.6568928
3834,3.6568928
3835,3.6568928
3836,3.6568928
3837,3.6568928
3838,3.6568928
3839,3.6568928
3840,3.6568928
3841,3.6568928
3842,3.6568928
3843,3.6568928
3844,3.6568928
3845,3.6568928
3846,3.6568928
3847,3.6568928
3848,3.6568928
3849,3.6568928
3850,3.6568928
3851,3.6568928
3852,3.6568928
3853,3.6568928
3854,3.6568928
3855,3.6568928
3856,3.6568928
3857,3.6568928
3858,3.6568928
